pair	tgens	m	M	MSMCrCCR
Dinka_Australian	109919.20000000001	1e-30	0.9999996579688422	0.9880165614483636
Dinka_Australian	140257.6	1e-30	0.9999998728741988	0.9280997435192403
Dinka_Australian	178950.40000000002	1e-30	0.9999999532291943	0.7921591784287735
Dinka_Australian	228297.60000000003	1e-30	0.9999999869342725	0.6887364091950874
Dinka_Australian	291233.60000000003	1e-30	0.9999999875882519	0.7591243536005599
Dinka_Australian	371501.60000000003	1e-30	0.999999988375035	1.3934135742945266
Dinka_Australian	473872.0	1e-30	0.9999999953180384	1.393413574294527
Dinka_Dai	0.0	1.7748959659251376e-25	0.0	0.010746983220935017
Dinka_Dai	68.25232000000001	1.7748959659251376e-25	0.0	0.010746983220935017
Dinka_Dai	155.2992	1.7748959659251376e-25	0.0	0.007104305713921623
Dinka_Dai	266.31759999999997	1.7748959659251376e-25	0.0	0.0015007281733416323
Dinka_Dai	407.9064	1.7748959659251376e-25	0.0	0.001095634871284666
Dinka_Dai	588.4848000000001	1.7748959659251376e-25	0.0	0.0016967583327754648
Dinka_Dai	818.7919999999999	1.1380524268792492e-26	0.0	0.014106215318101148
Dinka_Dai	1112.512	0.00010193840203608316	0.07353175948427026	0.05993782459910382
Dinka_Dai	1487.1280000000002	0.00015263735225570072	0.19926366481731717	0.17337052416285306
Dinka_Dai	1964.8880000000001	0.00023471398612797217	0.39846040495742396	0.3813519473152401
Dinka_Dai	2574.224	0.00022730842901767649	0.5774953267421046	0.5905150010716803
Dinka_Dai	3351.344	0.0001620437014226218	0.6935694923391702	0.7286135738019982
Dinka_Dai	4342.464	8.732357641178105e-05	0.7542715118766096	0.8002080312098371
Dinka_Dai	5606.52	0.0001256269069543184	0.836113862846886	0.8984312496925416
Dinka_Dai	7218.656000000001	4.8887101134565154e-05	0.865959514672294	0.9276299520294943
Dinka_Dai	9274.720000000001	7.871678936886652e-05	0.9112952662380392	0.9423995139122958
Dinka_Dai	11896.960000000001	0.0001240733816554185	0.9613165747220013	0.9492746395363011
Dinka_Dai	15241.36	8.555315566033193e-05	0.9813546852748954	0.9603472197149828
Dinka_Dai	19506.64	4.9381805411699e-05	0.9891047299840444	0.9859563775253793
Dinka_Dai	24946.56	4.396334790773005e-05	0.9940801719417018	1.0077972066375016
Dinka_Dai	31884.4	4.570735440963405e-05	0.9973635302459136	1.0078833845614155
Dinka_Dai	40732.72	1e-30	0.9992244085914268	0.9958057168095014
Dinka_Dai	52017.68	1e-30	0.999809886205828	0.9919518529199355
Dinka_Dai	66410.24	1e-30	0.999980526987757	1.001275724690235
Dinka_Dai	84766.40000000001	1e-30	0.9999978800270145	1.0179933568211892
Dinka_Dai	108176.8	1e-30	0.9999994888439034	1.0019025123818202
Dinka_Dai	138033.6	1e-30	0.9999997895279701	1.0641070249385105
Dinka_Dai	176112.80000000002	1e-30	0.9999999281717824	0.8225589337110936
Dinka_Dai	224677.6	1e-30	0.9999999817684858	0.5381772112510141
Dinka_Dai	286616.0	1e-30	0.9999999825691093	0.5678871974527832
Dinka_Dai	365611.20000000007	1e-30	0.9999999835393922	0.9352605977051114
Dinka_Dai	466359.2	1e-30	0.9999999925693464	0.9352605977051116
Dinka_French	0.0	2.067750114461829e-21	0.0	0.0036241372927900257
Dinka_French	68.17456	2.067750114461829e-21	0.0	0.0036241372927900257
Dinka_French	155.1224	2.067750114461829e-21	0.0	0.0029095280038199307
Dinka_French	266.0136	2.067750114461829e-21	0.0	0.0027648388087667527
Dinka_French	407.4416	2.067750114461829e-21	0.0	0.0014576186282230271
Dinka_French	587.8144000000001	1.5814963679580812e-23	0.0	0.0014950962558284663
Dinka_French	817.8560000000001	1.600782976695124e-22	0.0	0.014081393192881276
Dinka_French	1111.248	0.00010144495679774836	0.07310793916895553	0.0614075062220843
Dinka_French	1485.432	0.00016558297793104008	0.20860324646704742	0.1817460974120777
Dinka_French	1962.6480000000001	0.00025851972489035214	0.4222688996892293	0.40717966286601265
Dinka_French	2571.2880000000005	0.00028848036799810733	0.6308332147993501	0.6628473341193473
Dinka_French	3347.5280000000002	0.0001492021309750123	0.72525848718318	0.7739773667585435
Dinka_French	4337.5199999999995	6.65193983364749e-05	0.7677405993617804	0.8181286716925285
Dinka_French	5600.128	7.48553123786634e-05	0.8174954260658935	0.8704871148287103
Dinka_French	7210.432	6.221665021864817e-05	0.8586522618672836	0.9230531413543348
Dinka_French	9264.16	3.6064825218951284e-05	0.8829857957445489	0.9451607816499071
Dinka_French	11883.44	4.807964484555298e-05	0.91513434688174	0.9557069891081782
Dinka_French	15224.0	4.536255744933332e-05	0.9423415438363606	0.9708891606330664
Dinka_French	19484.48	3.261624468654759e-05	0.9595490688599935	0.996530636309644
Dinka_French	24918.079999999998	3.5125736924553606e-05	0.9751403265858345	1.0124506265713078
Dinka_French	31848.08	4.182145711099341e-05	0.9881302778713017	1.0137118817561106
Dinka_French	40686.32	6.084271534084648e-05	0.9969887872959765	1.0026274849795693
Dinka_French	51958.4	1e-30	0.9994382556760967	0.993146482837583
Dinka_French	66334.56000000001	1e-30	0.9999492425410534	0.9966786671452917
Dinka_French	84669.6	1e-30	0.999994438667375	1.0166112018768616
Dinka_French	108053.6	1e-30	0.9999985609530616	1.0059563823096747
Dinka_French	137876.80000000002	1e-30	0.9999994614440597	1.0095294425312782
Dinka_French	175912.00000000003	1e-30	0.9999998122983668	0.9115457996018234
Dinka_French	224421.6	1e-30	0.9999999510617754	0.6696618123265893
Dinka_French	286289.6	1e-30	0.999999954312653	0.40552946025642783
Dinka_French	365194.4	1e-30	0.9999999581473216	0.7538352005020191
Dinka_French	465827.2	1e-30	0.9999999876117429	0.7538352005020191
Dinka_Han	0.0	2.101809203209554e-05	0.002866534630971418	0.022839201293993826
Dinka_Han	68.29	2.101809203209554e-05	0.006510531731937608	0.022839201293993826
Dinka_Han	155.3856	3.506432907002841e-25	0.006510531731937608	0.01081581830605315
Dinka_Han	266.464	3.506432907002841e-25	0.006510531731937608	0.004366329269545827
Dinka_Han	408.1312	2.397658462006413e-19	0.006510531731937719	0.0015772246162108346
Dinka_Han	588.8096	3.506432907002841e-25	0.006510531731937719	0.00137449068789934
Dinka_Han	819.24	1.9224572064029915e-26	0.006510531731937719	0.012030893188343689
Dinka_Han	1113.128	8.397090395686418e-05	0.06712036437115598	0.05250673921234504
Dinka_Han	1487.944	0.00015605485140073947	0.19641918472915454	0.16875459614315524
Dinka_Han	1965.976	0.0002391678497782044	0.3996854887829956	0.38156176972226624
Dinka_Han	2575.6400000000003	0.00024455344500691424	0.5895936925795653	0.6058636095234912
Dinka_Han	3353.192	0.0001283535245370797	0.6818323421059795	0.7127678254310947
Dinka_Han	4344.8640000000005	9.821588445651215e-05	0.7518229087918931	0.7976146821258784
Dinka_Han	5609.608000000001	9.473383569543222e-05	0.8171757787032068	0.8738376086532508
Dinka_Han	7222.64	7.090467585970973e-05	0.8634357836418096	0.9222806948874136
Dinka_Han	9279.84	0.00012503930026420783	0.9291426478868879	0.9533262641090785
Dinka_Han	11903.52	0.00014632154083156365	0.9733866027425615	0.9608430445236067
Dinka_Han	15249.76	8.36525984851197e-05	0.9869679761385898	0.963443532409083
Dinka_Han	19517.440000000002	4.900438417139127e-05	0.9923557040883935	0.9850588938329571
Dinka_Han	24960.32	4.3893663571872514e-05	0.9958439371154109	1.0073512655137113
Dinka_Han	31902.0	4.424479004692743e-05	0.9981013326341855	1.0171148453162824
Dinka_Han	40755.200000000004	1e-30	0.9993337902000087	1.0069090907703688
Dinka_Han	52046.4	1e-30	0.9998446665007282	0.9967371492952315
Dinka_Han	66446.88	1e-30	0.9999842536615174	1.0009279480365572
Dinka_Han	84812.80000000002	1e-30	0.9999983923599101	1.0129388720178285
Dinka_Han	108236.0	1e-30	0.9999996431080086	0.9935027417821802
Dinka_Han	138109.6	1e-30	0.9999998739268673	1.0285702579790503
Dinka_Han	176210.40000000002	1e-30	0.999999955166805	0.8106818936752974
Dinka_Han	224801.6	1e-30	0.9999999880072221	0.5895380882556636
Dinka_Han	286774.4	1e-30	0.9999999888670471	0.5742003923618685
Dinka_Han	365812.80000000005	1e-30	0.999999989874793	1.0496489451923272
Dinka_Han	466616.0	1e-30	0.9999999972887332	1.049648945192327
Dinka_Karitiana	0.0	1.1315633542242234e-24	0.0	0.0002546693481857987
Dinka_Karitiana	68.23376	1.1315633542242234e-24	0.0	0.0002546693481857987
Dinka_Karitiana	155.25680000000003	1.1315633542242234e-24	0.0	8.9289744828274e-05
Dinka_Karitiana	266.2448	1.1315633542242234e-24	0.0	0.00012020402656714786
Dinka_Karitiana	407.7952	1.1315633542242234e-24	0.0	0.00016590099684722585
Dinka_Karitiana	588.3240000000001	1.1315633542242234e-24	0.0	0.00018433840654479447
Dinka_Karitiana	818.568	4.37249935205508e-26	0.0	0.0020867714824481434
Dinka_Karitiana	1112.208	4.718048269671267e-05	0.03472217147381673	0.026486324603188695
Dinka_Karitiana	1486.72	0.0001558021315128004	0.16820684531613161	0.13611750083917706
Dinka_Karitiana	1964.352	0.00029225964241618677	0.41739271190505134	0.38032549028759055
Dinka_Karitiana	2573.5200000000004	0.00031995326722670397	0.6456226561300511	0.632226212336181
Dinka_Karitiana	3350.4320000000002	0.00018476326404025874	0.7542738591435967	0.7453476747444068
Dinka_Karitiana	4341.28	0.0001265212045721434	0.8215256419865127	0.8230692130205775
Dinka_Karitiana	5604.992	6.813853420275989e-05	0.8567190006870303	0.862011648184982
Dinka_Karitiana	7216.688	0.00016732593542587726	0.9279821928589091	0.9186695619577662
Dinka_Karitiana	9272.240000000002	0.00045255780397901885	0.993286403883902	0.9682652814596256
Dinka_Karitiana	11893.76	0.00018165378077185593	0.9980074052025308	0.9829142703656217
Dinka_Karitiana	15237.199999999999	1e-30	0.9995795439393265	0.9768527277633814
Dinka_Karitiana	19501.36	1e-30	0.9998422295197613	0.9863447821887157
Dinka_Karitiana	24939.760000000002	1e-30	0.9999204222083022	1.0107946654180044
Dinka_Karitiana	31875.68	1e-30	0.9999623419674718	1.018228213213198
Dinka_Karitiana	40721.68	1e-30	0.9999849859716068	1.0046530630077848
Dinka_Karitiana	52003.520000000004	1e-30	0.9999964388599123	0.9886975681954142
Dinka_Karitiana	66392.16	1e-30	0.9999995396614307	0.9868662788952814
Dinka_Karitiana	84743.20000000001	1e-30	0.999999914469098	1.005368442725623
Dinka_Karitiana	108147.2	1e-30	0.9999999666915242	1.019934436590525
Dinka_Karitiana	137996.0	1e-30	0.9999999823256291	0.9563924542465588
Dinka_Karitiana	176064.80000000002	1e-30	0.9999999875271613	0.8506401003521683
Dinka_Karitiana	224616.80000000002	1e-30	0.9999999920034618	0.62448194339424
Dinka_Karitiana	286538.4	1e-30	0.999999992311014	0.5252278790399073
Dinka_Karitiana	365511.2	1e-30	0.9999999926861592	0.9633919177316523
Dinka_Karitiana	466232.0	1e-30	0.9999999963484844	0.9633919177316523
Dinka_Mandenka	0.0	3.882282723178851e-05	0.005332819497175789	0.015924140251575226
Dinka_Mandenka	68.86528	3.882282723178851e-05	0.012092924938218563	0.015924140251575226
Dinka_Mandenka	156.6944	6.804151106743557e-05	0.02703765487466725	0.00921881697879264
Dinka_Mandenka	268.7088	8.757258552602194e-20	0.02703765487466736	0.017981483950209865
Dinka_Mandenka	411.56960000000004	0.0003355115202194376	0.13900819730688918	0.11244277720295424
Dinka_Mandenka	593.7696000000001	0.0004335246717804193	0.2961220935916081	0.2658770388321798
Dinka_Mandenka	826.1440000000001	0.0005438865035562094	0.4900908848076988	0.48116816985997085
Dinka_Mandenka	1122.5040000000001	0.00047663812091512447	0.6443607182862279	0.6659331496288446
Dinka_Mandenka	1500.4800000000002	0.0004147575078101593	0.761577508762431	0.8077007256122962
Dinka_Mandenka	1982.536	0.0002140098173389747	0.8167414858214103	0.8708426532731095
Dinka_Mandenka	2597.336	0.00014408770034925062	0.8538054429136103	0.9112126365573263
Dinka_Mandenka	3381.4400000000005	9.090240621094736e-05	0.8781087636651354	0.9355778067098219
Dinka_Mandenka	4381.464	0.000137892121678785	0.9142538050413194	0.9807549266955102
Dinka_Mandenka	5656.872	3.309528736751941e-05	0.9230061873455058	0.9871364099721894
Dinka_Mandenka	7283.488	7.515899143083618e-05	0.9436327337584839	1.001793876716169
Dinka_Mandenka	9358.0	3.309635384159946e-05	0.952688504938428	0.9986080354826455
Dinka_Mandenka	12003.840000000002	1.0310129551533886e-05	0.9558685672993431	0.9930223888578229
Dinka_Mandenka	15378.24	1.1752949559400016e-05	0.9601145218796215	0.9893806887719954
Dinka_Mandenka	19681.84	2.1918806068594718e-05	0.9686441791692845	0.9998274763494419
Dinka_Mandenka	25170.56	3.394659223560391e-05	0.9805054143494906	1.0095711656895254
Dinka_Mandenka	32170.72	4.040393679982273e-05	0.9905246186154191	1.0067278214974242
Dinka_Mandenka	41098.560000000005	4.977357190801342e-05	0.9969497566715586	0.9991790817648155
Dinka_Mandenka	52484.880000000005	1e-30	0.9996571202827029	0.9938622122009451
Dinka_Mandenka	67006.64	1e-30	0.9999821695636026	0.9959141361838054
Dinka_Mandenka	85527.2	1e-30	0.9999988313915757	1.0039864368457083
Dinka_Mandenka	109148.00000000001	1e-30	0.9999997699630984	1.0385219928255578
Dinka_Mandenka	139273.6	1e-30	0.999999923922653	1.041327236559562
Dinka_Mandenka	177694.40000000002	1e-30	0.9999999819180537	0.6844335497832387
Dinka_Mandenka	226696.00000000003	1e-30	0.9999999971065824	0.4832911380980104
Dinka_Mandenka	289190.4	1e-30	0.9999999973297004	1.4084325918204437
Dinka_Mandenka	368894.4	1e-30	0.9999999975894751	4.3359603409845855
Dinka_Mandenka	470547.2	1e-30	0.9999999994180822	4.3359603409845855
Dinka_Mbuti	0.0	1.3502577984314969e-05	0.0019789732955766137	0.0018765210206479405
Dinka_Mbuti	73.35392	1.3502577984314969e-05	0.004497212088790614	0.0018765210206479405
Dinka_Mbuti	166.90720000000002	4.186985228727056e-05	0.014394239502455108	0.008919475858826471
Dinka_Mbuti	286.2232	7.003053618810554e-05	0.035178544592797456	0.02721332998519477
Dinka_Mbuti	438.39520000000005	7.269644371184618e-05	0.06202265721828215	0.04973918143457575
Dinka_Mbuti	632.4712	9.972670379739166e-05	0.10720505746561237	0.0875779216509527
Dinka_Mbuti	879.992	5.706632395031232e-05	0.13879933936677058	0.11438856047384995
Dinka_Mbuti	1195.672	0.00015863973042484045	0.24207208405384306	0.2106028350864829
Dinka_Mbuti	1598.28	0.0001840073006689348	0.3725775071986601	0.34592423916053794
Dinka_Mbuti	2111.76	0.00013573799466300005	0.47476902309595004	0.46037206715120593
Dinka_Mbuti	2766.632	0.00011133779161030965	0.5639060536854432	0.5650209131711544
Dinka_Mbuti	3601.84	0.00012470234669546072	0.6656495084386034	0.6897575414308182
Dinka_Mbuti	4667.048000000001	9.95193404140243e-05	0.7448656682291086	0.7836314920566185
Dinka_Mbuti	6025.576	0.00012533460045580685	0.8347481434534585	0.8775998148957501
Dinka_Mbuti	7758.216	0.00013375882815909148	0.9085022413096436	0.9436308827328549
Dinka_Mbuti	9968.0	4.1136100890261254e-05	0.9274372527508381	0.9688659116183762
Dinka_Mbuti	12786.24	1.5968888478433293e-06	0.9282654709924836	0.9743093727146196
Dinka_Mbuti	16380.56	1.2947794662839099e-05	0.9362950235323387	0.9791887461584704
Dinka_Mbuti	20964.719999999998	2.5016855513732978e-05	0.9524519113194946	0.9886239500224787
Dinka_Mbuti	26811.2	3.8372845669757696e-05	0.9731706880505936	1.0012120979528656
Dinka_Mbuti	34267.6	4.777797050520515e-05	0.9891866557114166	1.0104333626843458
Dinka_Mbuti	43777.36	5.9850587131421e-05	0.997468031073801	1.006587594464231
Dinka_Mbuti	55905.76	1e-30	0.9998133547634783	1.0032307207142581
Dinka_Mbuti	71374.08	1e-30	0.9999929898863009	1.009311193842831
Dinka_Mbuti	91101.6	1e-30	0.9999995305220118	1.0119941709330464
Dinka_Mbuti	116262.4	1e-30	0.9999999069242721	1.0138306761270606
Dinka_Mbuti	148351.2	1e-30	0.9999999707297137	1.0554127388479009
Dinka_Mbuti	189276.8	1e-30	0.9999999926538492	0.6005285484516482
Dinka_Mbuti	241471.2	1e-30	0.9999999987400571	0.5269047234732317
Dinka_Mbuti	308040.00000000006	1e-30	0.9999999988608314	2.378159257488966
Dinka_Mbuti	392939.20000000007	1e-30	0.9999999989982156	2.750003473091436
Dinka_Mbuti	501216.80000000005	1e-30	0.9999999998318528	2.750003473091436
Dinka_Papuan	0.0	2.1389615968035165e-25	0.0	0.002372620220455424
Dinka_Papuan	69.43056	2.1389615968035165e-25	0.0	0.002372620220455424
Dinka_Papuan	157.9808	2.1389615968035165e-25	0.0	0.0014760345848173707
Dinka_Papuan	270.9144	2.1389615968035165e-25	0.0	0.0012575807505166901
Dinka_Papuan	414.94800000000004	2.1389615968035165e-25	0.0	0.0008482860588732622
Dinka_Papuan	598.644	2.1389615968035165e-25	0.0	0.0007331786959920905
Dinka_Papuan	832.9280000000001	1.4901321443303529e-05	0.00886526104273433	0.00725892373313211
Dinka_Papuan	1131.72	5.0854618273652407e-05	0.04654604644970983	0.0373938588497092
Dinka_Papuan	1512.8000000000002	0.00012360511375303842	0.15448578258075096	0.1310406043785694
Dinka_Papuan	1998.808	0.0002116463542308567	0.34961282146419226	0.32462946515599433
Dinka_Papuan	2618.656	0.00020785116319402971	0.5317806583184156	0.5282034111443664
Dinka_Papuan	3409.2	0.0001473450384374721	0.6521327646590175	0.6677984684703554
Dinka_Papuan	4417.432	9.637142121013523e-05	0.7284956191225302	0.7554117855725131
Dinka_Papuan	5703.304	9.640765136452902e-05	0.8020989123231869	0.8397122254686153
Dinka_Papuan	7343.272	7.686326636498383e-05	0.856513062793145	0.9033097469508166
Dinka_Papuan	9434.800000000001	0.00027744996609154577	0.9673451646234789	0.9501817216867591
Dinka_Papuan	12102.400000000001	0.0001849493552673023	0.9907227242997863	0.96174115848728
Dinka_Papuan	15504.480000000001	0.00011831743624437294	0.9966771638158565	0.9612979175021134
Dinka_Papuan	19843.44	6.232378208253986e-05	0.9983329610215251	0.9843767870866919
Dinka_Papuan	25377.2	1e-30	0.9990804686944204	1.003417464829534
Dinka_Papuan	32434.800000000003	1e-30	0.9995261375794203	1.013613101413631
Dinka_Papuan	41435.92	1e-30	0.9998164456080794	1.007488244036929
Dinka_Papuan	52915.68	1e-30	0.9999632077079962	0.9946452120878702
Dinka_Papuan	67556.64	1e-30	0.9999971546992382	1.0031093238257118
Dinka_Papuan	86229.6	1e-30	0.9999997087433911	1.0113174945102872
Dinka_Papuan	110044.0	1e-30	0.9999999237827345	1.0346180537693497
Dinka_Papuan	140416.80000000002	1e-30	0.9999999705403789	1.0468085106382978
Dinka_Papuan	179152.8	1e-30	0.9999999879674935	0.697292042988522
Dinka_Papuan	228556.80000000002	1e-30	0.9999999961592952	0.5467070318006849
Dinka_Papuan	291564.0	1e-30	0.999999996448709	1.0383309451499905
Dinka_Papuan	371922.4	1e-30	0.9999999967863985	1.6126628133887968
Dinka_Papuan	474409.6	1e-30	0.9999999991976186	1.6126628133887972
Dinka_San	0.0	1.2810702256038565e-21	0.0	0.002922037204165855
Dinka_San	76.38024	1.2810702256038565e-21	0.0	0.002922037204165855
Dinka_San	173.7936	1.2810702256038565e-21	0.0	0.001552103090219005
Dinka_San	298.032	1.2810702256038565e-21	0.0	0.00097179379626196
Dinka_San	456.4816	1.2810702256038565e-21	0.0	0.008152129193400567
Dinka_San	658.5648	1.2810702256038565e-21	0.0	0.020166971681455186
Dinka_San	916.296	6.676345498843877e-05	0.04294156560275009	0.033527459221467756
Dinka_San	1245.0	7.929427960010631e-05	0.10450056718206913	0.08516884977554762
Dinka_San	1664.2160000000001	0.00010625793172310166	0.20068348478402542	0.17312199252451105
Dinka_San	2198.88	8.588119202539431e-05	0.2890280881543754	0.2583635645063285
Dinka_San	2880.7760000000003	6.76912889848398e-05	0.3679960971042803	0.33799241348769893
Dinka_San	3750.44	8.529804595711604e-05	0.4769492095311586	0.4582256300353511
Dinka_San	4859.592000000001	0.00010029523741078831	0.6061671830357881	0.6125032838302713
Dinka_San	6274.176	9.844846234234512e-05	0.7239185056456592	0.7526994115126112
Dinka_San	8078.32	0.00010380103672717222	0.828766412563273	0.8653061915416839
Dinka_San	10379.199999999999	6.60092853725999e-05	0.8837652078380117	0.9221059214323075
Dinka_San	13313.76	5.928296326184216e-05	0.9254207262712286	0.9526520318232685
Dinka_San	17056.4	1.9392798533570292e-05	0.9380249909075784	0.9767549900590837
Dinka_San	21829.6	2.5899130703507784e-05	0.9547863069461122	0.994813369936438
Dinka_San	27917.28	3.99871085400917e-05	0.9757000628169815	1.0072307374325051
Dinka_San	35681.36	5.547871344791557e-05	0.9919008068341276	1.006869853870009
Dinka_San	45583.44	8.014003086798912e-05	0.9989300417768632	1.0015438848329206
Dinka_San	58212.24	1e-30	0.9999683108859626	0.9982351611454194
Dinka_San	74318.72	1e-30	0.9999991786446424	1.0107158373317606
Dinka_San	94860.8	1e-30	0.9999999396123286	1.026939923951643
Dinka_San	121059.2	1e-30	0.9999999869733216	1.0275149962490695
Dinka_San	154472.0	1e-30	0.999999996199682	1.0365495803225295
Dinka_San	197085.6	1e-30	0.9999999991390329	0.5839625049292503
Dinka_San	251433.6	1e-30	0.999999999870408	0.6513348424369881
Dinka_San	320748.0	1e-30	0.9999999998809695	2.9268913639956535
Dinka_San	409150.4	1e-30	0.9999999998932001	2.9268913639956535
Dinka_San	521895.20000000007	1e-30	0.999999999976304	2.9268913639956535
Dinka_Sardinian	0.0	7.78161472745496e-24	0.0	0.003667555611092445
Dinka_Sardinian	68.28712	7.78161472745496e-24	0.0	0.003667555611092445
Dinka_Sardinian	155.37840000000003	7.78161472745496e-24	0.0	0.002572515487460528
Dinka_Sardinian	266.4528	9.899365174389547e-06	0.0028007902671671747	0.001390732765710859
Dinka_Sardinian	408.11440000000005	7.78161472745496e-24	0.0028007902671671747	0.0010544809032221963
Dinka_Sardinian	588.7848	7.78161472745496e-24	0.0028007902671671747	0.002007730185171207
Dinka_Sardinian	819.2080000000001	5.830336956205954e-25	0.0028007902671671747	0.012806758590456836
Dinka_Sardinian	1113.08	8.85833970998248e-05	0.066866343915857	0.05426604162564282
Dinka_Sardinian	1487.88	0.00017388890254747399	0.2097849770178023	0.18295007210613076
Dinka_Sardinian	1965.8960000000002	0.00026602417440840716	0.42868133628760563	0.4158123301868578
Dinka_Sardinian	2575.536	0.0002422337068573641	0.607999141228178	0.6291991933347416
Dinka_Sardinian	3353.056	0.00014255340119105644	0.7045365079867638	0.7430745464516497
Dinka_Sardinian	4344.68	0.00010475225887754436	0.7733094759465373	0.8266349244711372
Dinka_Sardinian	5609.375999999999	7.104779406478361e-05	0.8197416215787461	0.87625744751579
Dinka_Sardinian	7222.336	6.685243762933445e-05	0.8630868992338998	0.9219201975953909
Dinka_Sardinian	9279.44	9.897191416297863e-05	0.918547421207156	0.9521382498271568
Dinka_Sardinian	11903.04	0.0001034763067906728	0.9592465297997876	0.9571337582946986
